"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1B: O2 concentration [µM]","1A: O2 slope neg. [pmol·s-1·mL-1]","1B: O2 slope neg. [pmol·s-1·mL-1]","1: Temperature [°C]","1: Peltier power [%]"
117.4000,"","","",288.604,226.085,153.231,172.558,37.001,9.729
117.4333,"","","",288.341,225.75,152.259,172.677,37.001,9.706
117.4667,"","","",288.008,225.377,151.167,173.005,37,9.722
117.5000,"","","",287.673,225.004,150.102,173.505,36.999,9.739
117.5333,"","","",287.366,224.651,149.075,174.045,36.998,9.782
117.5667,"","","",287.047,224.319,148.055,174.598,36.997,9.827
117.6000,"","","",286.786,223.962,146.962,175.32,36.998,9.821
117.6333,"","","",286.487,223.607,146.077,176.217,36.998,9.839
117.6667,"","","",286.165,223.193,146.003,177.329,36.998,9.868
117.7000,"","","",285.851,222.821,146.383,178.598,36.998,9.882
117.7333,"","","",285.595,222.441,146.983,179.094,36.999,9.863
117.7667,"","","",285.293,222.059,147.679,178.552,36.999,9.89
117.8000,"","","",285.013,221.728,148.313,178.53,37,9.872
117.8333,"","","",284.697,221.398,148.904,178.415,37,9.875
117.8667,"","","",284.402,221.076,149.471,178.18,37.001,9.843
117.9000,"","","",284.081,220.724,149.95,178.006,37,9.845
117.9333,"","","",283.762,220.336,150.205,177.951,37,9.834
117.9667,"","","",283.457,220.002,150.404,177.92,37,9.847
118.0000,"","","",283.185,219.652,150.521,177.924,37,9.842
118.0333,"","","",282.851,219.228,150.638,177.971,36.999,9.861
118.0667,"","","",282.51,218.835,150.821,178.018,37,9.864
118.1000,"","","",282.228,218.409,150.996,178.273,37,9.864
118.1333,"","","",281.949,217.992,151.047,178.654,37.001,9.847
118.1667,"","","",281.66,217.629,151.092,179.075,37,9.826
118.2000,"","","",281.367,217.291,151.063,179.473,37,9.825
118.2333,"","","",281.111,216.934,150.887,179.917,37.001,9.8
118.2667,"","","",280.738,216.56,150.908,180.305,37,9.814
118.3000,"","","",280.432,216.178,150.964,180.707,37,9.811
118.3333,"","","",280.103,215.813,150.987,181.086,36.999,9.86
118.3667,"","","",279.807,215.449,151.114,181.495,36.998,9.866
118.4000,"","","",279.521,215.133,151.238,181.797,37.001,9.824
118.4333,"","","",279.235,214.826,151.289,182.049,37,9.841
118.4667,"","","",278.922,214.474,151.339,182.243,37,9.843
118.5000,"","","",278.587,214.102,151.426,182.339,36.999,9.893
118.5333,"","","",278.284,213.785,151.457,182.276,36.999,9.908
118.5667,"","","",277.956,213.484,151.497,182.092,37,9.895
118.6000,"","","",277.638,213.141,151.627,181.937,36.999,9.922
118.6333,"","","",277.354,212.77,151.688,181.734,37,9.925
118.6667,"","","",277.08,212.356,151.715,181.669,37.001,9.879
118.7000,"","","",276.799,211.975,151.7,181.68,37.001,9.883
118.7333,"","","",276.488,211.612,151.706,181.622,37.001,9.864
118.7667,"","","",276.165,211.237,151.67,181.534,37.001,9.845
118.8000,"","","",275.879,210.885,151.656,181.449,37,9.862
118.8333,"","","",275.588,210.537,151.681,181.357,37.002,9.82
118.8667,"","","",275.276,210.164,151.733,181.27,37.001,9.774
118.9000,"","","",274.965,209.835,151.833,181.063,37.002,9.768
118.9333,"","","",274.669,209.495,151.844,180.805,37.001,9.766
118.9667,"","","",274.325,209.131,151.922,180.539,37,9.767
119.0000,"","","",274.012,208.811,152.051,180.297,36.999,9.802
119.0333,"","","",273.731,208.516,152.156,179.96,37,9.822
119.0667,"","","",273.433,208.147,152.163,179.686,36.998,9.856
119.1000,"","","",273.137,207.727,152.151,179.576,36.998,9.874
119.1333,"","","",272.819,207.367,152.119,179.417,37,9.876
119.1667,"","","",272.501,207.031,152.133,179.158,37,9.885
119.2000,"","","",272.205,206.637,152.111,178.891,37,9.88
119.2333,"","","",271.888,206.335,152.142,178.502,37,9.866
119.2667,"","","",271.629,205.957,152.118,178.2,37.001,9.86
119.3000,"","","",271.354,205.58,152.044,177.881,36.998,9.908
119.3333,"","","",271.1,205.242,151.821,177.5,36.997,9.947
